繁體	簡體	南寧白話	又音	廣州話
迾	迾	lit6「遮迾」	(量)let6「排，又作列字」,(量)laat6「排，又作列字」	lit6,laat6
退	退	tui3		teoi3
送	送	slung3		sung3
适	适	sik1「同適字」,gwaat3「疾速」		sik1,kut3
逃	逃	tu4		tou4
逄	逄	pong4	(又)paang4	pong4
逅	逅	hau6		hau6
逆	逆	nik6	(又)ngik6,(語)ngaak6	jik6
逋	逋	bu1		bou1
逍	逍	sliu1		siu1
透	透	tau3		tau3
逐	逐	zuk6		zuk6
逑	逑	kau4		kau4
途	途	tu4		tou4
逕	迳	ging3		ging3
逖	逖	tik1	(又)dik6	dik6,tik1
逗	逗	dau6「逗號」	(又)dau3「逗老鼠」	dau6
這	这	ze5「又這又那，麻煩事多」		ze3；(又)ze5
通	通	tung1		tung1
逛	逛	gwaang6	(又)gong6	kwaang3；(又)gwaang6
逝	逝	sai6		sai6
逞	逞	cing2		cing2
速	速	cuk1		cuk1
造	造	zu6「製造」,cu3「造詣」		1)zou6:造船 2)cou3:造詣
逡	逡	cyun1	(又)can1	ceon1
逢	逢	fung4		fung4
連	连	lin4		lin4
逩	逩	ban1		ban1
逭	逭	wun6		wun6
逮	逮	dai6		dai6；(又)doi6
逯	逯	luk6		luk6
週	周	zau1		zau1
進	进	zan3		zeon3
逳	逳	juk1「動，俗字喐」		juk1
逴	逴	coek3		coek3
逵	逵	kwai4		kwai4
逶	逶	wai1		wai1
逸	逸	jat6		jat6
逼	逼	bik1		bik1
逾	逾	jyu4		jyu6；(又)jyu4
遁	遁	dan6		deon6
遂	遂	sui6		seoi6
遇	遇	jyu6		jyu6
遊	游	jau4		jau4
運	运	wan6		wan6
遍	遍	pin3		pin3；(又)bin3
過	过	(書)gwo3	(習)go3	gwo3
遏	遏	aat3		aat3
遐	遐	haa4		haa4
遑	遑	wong4		wong4
遒	遒	cau4	(又)jau4	cau4,jau4
道	道	du6		dou6
達	达	daat6		daat6
違	违	wai4		wai4
遖	遖	naam4		naam4
遘	遘	gau3		gau3
遙	遥	jiu4		jiu4
遜	逊	slan3	(老派)slyun3	seon3
遝	遝	daap6		daap6
遞	递	dai6		dai6
遠	远	jyun5		jyun5；敬而遠之又讀jyun6
遢	遢	taat3「邋遢」		taat3
遣	遣	hin2		hin2
遨	遨	ngu4		ngou4；(又)ngou6
適	适	sik1		sik1；(古)通嫡
遭	遭	zu1		zou1
遮	遮	ze1「傘」		ze1
遯	遯	dan6		deon6
遲	迟	ci4		ci4
遴	遴	lan4	(老派)lyun4	leon4；(古)通吝
遵	遵	zyun1		zeon1
遷	迁	(書)cin1	(習)cim1	cin1
選	选	slyun2		syun2
遹	遹	wat6		wat6
遺	遗	wai4		wai4；(古)wai6遺贈
遼	辽	liu4		liu4
遽	遽	gyu6		geoi6
避	避	bi6		bei6
邀	邀	jiu1		jiu1
邁	迈	maai6		maai6
邂	邂	haai5		haai5；(又)haai6
邃	邃	sui6		seoi6
還	还	waan4「還有」	(白)wen4「還錢」	waan4；通旋
邇	迩	ji5		ji5
邈	邈	miu5	(又)mok6	miu5,mok6
邊	边	bin1	(白)ben1「破邊，剖開兩半」	bin1
邋	邋	laat6「邋遢」		laat6
邏	逻	lo4		lo4；巡邏又讀lo6
邐	逦	li5		lei5
邑	邑	jap1		jap1
邕	邕	jung1		jung1
邗	邗	hon4		hon4
邙	邙	mong4		mong4
邛	邛	kung4		kung4
邠	邠	ban1		ban1
邡	邡	fong1		fong1
邢	邢	jing4		jing4
那	那	naa5		1)naa5:那裡 2)naa1:姓那
邥	邥	sam2		sam2
邦	邦	bong1		bong1
邪	邪	ce4		ce4；(古)同耶
邯	邯	hon4		hon4
邱	邱	jau1		jau1
邳	邳	pi4		pei4
邴	邴	bing2		bing2
邵	邵	siu6		siu6
邸	邸	dai2		dai2
邽	邽	gwai1		gwai1
邾	邾	zyu1		zyu1
邿	邿	si1		si1
郁	郁	juk1「姓；馥郁」		juk1
郇	郇	slan4「周朝國名」,waan4「姓」	(老派)slyun4	seon1,waan4
郊	郊	gaau1「郊外」	(白)geu1「市郊」	gaau1
郋	郋	hai4		hai4
郎	郎	long4		long4
郕	郕	sing4		sing4
郚	郚	ng4		ng4
郛	郛	fu1		fu1
郜	郜	gu3		gou3
郝	郝	kok3	(又)hok3	kok3
郟	郏	gaap3		gaap3
郡	郡	gwan6		gwan6
部	部	bu6		bou6
郪	郪	cai1		cai1
郫	郫	pi4		pei4
郭	郭	(書)kwok3	(習)kok3	gwok3
郯	郯	taam4		taam4
郴	郴	sam1		sam1
郵	邮	jau4		jau4
都	都	du1		dou1
郾	郾	jin2		jin2
郿	郿	mi4		mei4
鄀	鄀	joek6		joek6
鄂	鄂	ngok6		ngok6
鄃	鄃	syu1		syu1
鄄	鄄	gyun3		gyun3
鄆	郓	wan6		wan6
鄉	乡	hoeng1		hoeng1
鄑	鄑	zi1	(老派)zy1	zi1
鄒	邹	zau1		zau1
鄔	邬	wu1		wu1
鄖	郧	wan4		wan4
鄘	鄘	jung4		jung4
鄙	鄙	pi2		pei2
鄚	鄚	mok6		mok6
鄜	鄜	fu1		fu1
鄞	鄞	ngan4		ngan4
鄠	鄠	wu6		wu6
鄢	鄢	jin1		jin1
鄣	鄣	zoeng1		zoeng1
鄧	邓	dang6		dang6
鄫	鄫	cang4		cang4
鄭	郑	zing6		zeng6
鄯	鄯	sin6		sin6
鄰	邻	lan4	(老派)lyun4	leon4
鄱	鄱	po4	(又)bo3	po4；(又)bo3
鄲	郸	daan1		daan1
鄴	邺	nip6		jip6
鄹	鄹	zau1		zau1
鄺	邝	(書)kwong3	(習)kong3	kwong3
酃	酃	ling4		ling4
酅	酅	kwai4		kwai4
酆	酆	fung1		fung1
酈	郦	lik6		lik6
酉	酉	jau5		jau5
酊	酊	ding1「酊劑」,ding2「酩酊大醉」		1)ding1:碘酊 2)ding2:酩酊
酋	酋	jau4	(又)cau4	jau4
酌	酌	zoek3		zoek3
配	配	pui3		pui3
酎	酎	zau6		zau6
酒	酒	zau2		zau2
酗	酗	hyu3	(又)jyu3	jyu3,heoi3
酚	酚	fan1		fan1
酡	酡	to4		to4
酣	酣	haam1	(又)ham1	ham4
酤	酤	gu1		gu1
酥	酥	slu1		sou1
酩	酩	ming5		ming5；(又)ming4
酪	酪	lok3「奶酪」,lu6「酒類」		1)lok3:乳酪 2)lou6:杏仁酪
酬	酬	cau4		cau4
酮	酮	tung4		tung4
酯	酯	zi2		zi2
酰	酰	slin1		sin1
酲	酲	cing4		cing4
酴	酴	tu4		tou4
酵	酵	haau1		haau1
酶	酶	mui4		mui4
酷	酷	huk6		huk6
酸	酸	slyun1		syun1
酹	酹	lyut6	(語)laai6「酹酒」	laai6,lyut6
酺	酺	pu4		pou4
醁	醁	luk6		luk6
醃	腌	(習)jip3	(書)jim1	jim1；(語)jip3
醅	醅	pui1		pui1
醇	醇	san4	(老派)slyun4,(又)syun4,(又)slan4	seon4
醉	醉	zui3		zeoi3
醋	醋	cu3		cou3
醍	醍	tai4		tai4
醐	醐	wu4		wu4
醑	醑	syu2		seoi2
醒	醒	(白)sleng2	(文)sling2	sing2
醖	酝	wan5	(又)wan3	wan5；(又)wan3
醚	醚	mai4	(又)mi4	mai4
醛	醛	cyun4		cyun4
醜	丑	cau2		cau2
醞	酝	wan5	(又)wan3	wan5；(又)wan3
醢	醢	hoi2		hoi2
醣	糖	tong4		tong4
醨	醨	li4		lei4
醪	醪	lu4		lou4
醫	医	ji1		ji1
醬	酱	zoeng3		zoeng3
醭	醭	puk1	(又)pok3	pok3
醮	醮	ziu3		ziu3
醯	醯	hi1		hei1
醰	醰	taam4		taam4
醱	酦	put3「再釀酒」,faat3「醱酵，同發酵」		put3,faat3
醴	醴	lai5		lai5
醵	醵	gyu6	(又)koek6	geoi6,koek6
醺	醺	(白)wan1	(文)fan1	fan1
醽	醽	ling4		ling4
醾	醾	mi4		mei4
釀	酿	joeng6		joeng6
釁	衅	jan3	(又)han3	jan6；(又)jan3
釃	酾	si1	(老派)sy1	si1
釅	酽	jim6		jim6
采	采	coi2		coi2；(古)coi3菜邑
釉	釉	jau6	(白)jau2	jau6
釋	释	slik1		sik1
里	里	li5		lei5
重	重	zung6「重要」,cung5「輕重」,cung4「重複」		1)zung6:重要 2)cung4:重複 3)cung5:輕重
野	野	je5		je5
量	量	loeng4「測量」,loeng6「數量」		1)loeng4:量米 2)loeng6:膽量
釐	厘	li4	(白)li1「一～子，一分錢」	1)lei4:釐定 2)hei1:恭賀新釐
金	金	gam1		gam1
釓	钆	gaat3		gaat3
釔	钇	jyut3		jyut3
釕	钌	liu6「釕銱兒」,liu5「金屬元素，符號Ru」		liu6,liu5
釗	钊	ciu1		ciu1
釘	钉	(白)deng1	(文)ding1	deng1；(又)ding1
釙	钋	puk1	(又)pok3	pok3
釚	𫟲	kau4		kau4
釜	釜	fu2		fu2
針	针	zam1		zam1
釣	钓	diu3		diu3
釤	钐	saam1「放射性金屬元素，符號Sm」,sin3「釤鎌」		saam1,sin3
釦	扣	kau3		kau3
釧	钏	cyun3		cyun1；(又)cyun3
釩	钒	faan4		faan4
釬	焊	hon6「同焊字」		hon6
釵	钗	caai1		caai1
釷	钍	tu2		tou2
釹	钕	nyu5		neoi5
釺	钎	cin1		cin1
釽	釽	pik1		pik1
鈀	钯	paa4「同耙字」,baa2「金屬元素，符號Pd」		baa2,paa4
鈁	钫	fong1		fong1
鈆	𫓪	jyun4		jyun4
鈇	𫓧	fu1		fu1
鈈	钚	bat1		bat1
鈉	钠	naap6		naap6
鈍	钝	dan6		deon6
鈎	钩	(白)ngau1	(文)gau1	ngau1
鈐	钤	kim4		kim4
鈑	钣	baan2		baan2
鈒	钑	zaap6「鈒骨，衣服鎖邊」		zaap6
鈔	钞	caau1		caau1
鈕	钮	nau2		nau2
鈚	鈚	pi4「犁錧別名」,pai1「鈚箭」		pei4,pai1
鈞	钧	gwan1	(舊)kwan1	gwan1
鈣	钙	koi3		koi3
鈥	钬	fo2		fo2
鈦	钛	taai3		taai3
鈧	钪	kong3		kong3
鈪	鈪	aak3「鐲子」		aak3,aak2
鈭	鈭	zi1	(老派)zy1	zi1
鈮	铌	ni4		nei4
鈰	铈	si5		si5
鈴	铃	ling4	(又)ling1「鈴啷，模仿搖鈴聲」,(又)leng1「模擬鈴聲」	ling4
鈶	鈶	ci5「耒端；矛屬」,ci4「同柌字」,toi4「鉈舊譯」	(老派)cy5,(老派)cy4	ci5,ci4,toi4
鈷	钴	gu2		gu2
鈸	钹	baat6		bat6
鈹	铍	pi1「大針；長矛」,pi4「金屬元素，符號Be」		pei1,pei4
鈺	钰	juk6		juk6
鈽	钸	bu1		bou1
鈾	铀	jau4	(白)jau2	jau4
鈿	钿	din6「金花形之飾物」,tin4「錢」		din6,tin4
鉀	钾	gaap3		gaap3
鉅	巨	gyu6		geoi6
鉈	铊	taa1「金屬元素，符號Tl」,to4「秤砣」		taa1,to4
鉉	铉	jyun5		jyun5
鉋	铇	(白)peu4	(文)paau4	paau4
鉍	铋	bit1	(又)bi3	bei3,bit1
鉎	鉎	(白)sleng3「鐵鏽，又作鍟字」	(文)sling3	sang1,seng3
鉏	鉏	zyu2「鉏鋙，同齟齬」,co4「同鋤字」		co4,zeoi2
鉑	铂	bok6		bok6
鉕	钷	po2		po2
鉗	钳	(白)kem4	(文)kim4	kim4
鉚	铆	maau5		maau5
鉛	铅	jyun4		jyun4
鉝	𫟷	lap6		lap6；(又)laap6
鉞	钺	jyut6		jyut6
鉢	钵	but3		but3
鉤	钩	(白)ngau1	(文)gau1	ngau1
鉨	鉨	ni5		nei5
鉬	钼	muk6		muk6
鉭	钽	taan2	(又)daan3	taan2,daan3
鉸	铰	gaau3	(白)geu3,(又)gaau2,(又)geu2	gaau3
鉹	鉹	ci2	(又)ji4	ci2,ji4
鉺	铒	ji5		ji5
鉻	铬	lok3「剃髮」,gok3「金屬元素，符號Gr」		gok3,lok3
鉿	铪	haa1「金屬元素，符號Hf」,hap1「鉿匝，同匼匝」,gaap3「鉿然有穿」		haa1,hap1,gaap3
銀	银	ngan4		ngan4
銃	铳	cung3		cung3
銅	铜	tung4		tung4
銎	銎	kung4		kung4
銑	铣	slin2		sin2
銓	铨	cyun4		cyun4
銕	銕	tit3「同鐵字」		tit3
銖	铢	zyu1		zyu1；(又)syu4
銘	铭	ming4		ming4；(又)ming5
銛	铦	cim1		cim1
銜	衔	haam4		haam4
銠	铑	lu5		lou5
銣	铷	jyu4		jyu4
銥	铱	ji1		ji1
銦	铟	jan1		jan1
銩	铥	diu1		diu1
銪	铕	jau5		jau5
銫	铯	sik1		sik1
銬	铐	kaau3		kaau3
銱	铞	diu3		diu3
銲	銲	hon6「同焊字」		hon6
銳	锐	jui6	(又)jui5	jeoi6
銷	销	sliu1		siu1
銹	锈	slau3		sau3
銻	锑	tai1		tai1
銼	锉	co3		co3
鋁	铝	lyu5		leoi5
鋃	锒	long4		long4
鋅	锌	slan1		san1
鋇	钡	bui3		bui3
鋈	鋈	juk1		juk1
鋏	铗	gaap3		gaap3
鋒	锋	fung1		fung1
鋙	铻	ng4「錕鋙」,jyu5「鉏鋙」		ng4,jyu5
鋝	锊	lyut3		lyut3
鋤	锄	co4		co4
鋥	锃	caang3	(又)saang3	caang3
鋦	锔	guk1「鋦碗」,guk6「金屬元素，符號Cm」		guk1,guk6
鋨	锇	ngo4		ngo4
鋪	铺	pu3「店鋪」,pu1「鋪設」		1)pou1:鋪張 2)pou3:店鋪
鋭	锐	jui6	(又)jui5	jeoi6
鋯	锆	gu3		gou3
鋰	锂	li5		lei5
鋱	铽	tik1	(又)tak1	tik1
鋸	锯	gyu3		geoi3；(語)goe3
鋹	𬬮	cong2		cong2
鋼	钢	gong3	(又)gong1	gong3
錀	𬬭	lan4「金屬」,fan1「兔奄錀」	(老派)lyun4	fan1,leon4
錄	录	luk6		luk6
錆	锖	coeng1		coeng1
錇	锫	pui4		pui4
錍	錍	pai1		pai1
錐	锥	(白)jui1	(文)zui1	zeoi1
錒	锕	aa3		aa3
錔	錔	(名)taap3「器物錔頭」,(動)tap1「套上，又作佮字」		daap6,taap3
錘	锤	cui4		1)ceoi4:鐵錘 2)seoi4:稱錘
錙	锱	zi1	(老派)zy1	zi1
錚	铮	zang1		zang1
錛	锛	ban1		ban1
錠	锭	ding6		ding6；(又)ding3
錡	锜	ki4		kei4
錢	钱	cin4		cin4；(古)zin2田器
錤	𫓹	gi1		gei1
錦	锦	gam2		gam2
錨	锚	naau4	(又)maau4	naau4；(又)maau4
錫	锡	slek3		sek3；(又)sik3
錮	锢	gu3		gu3
錯	错	co3「錯誤」,cok3「交錯」		1)co3:錯誤 2)cok3:交錯
錳	锰	maang5		maang5
錶	表	biu1		biu1
錸	铼	loi4		loi4
鍀	锝	dak1		dak1
鍁	锨	hin1		hin1
鍆	钔	mun4		mun4
鍇	锴	kaai2	(又)gaai1	gaai1,kaai2
鍊	炼	lin6「同煉/鏈字」	(語)lin2「同鏈字，鏈條」	lin6；(語)lin2金鍊，亦作金鏈
鍋	锅	go1		wo1
鍍	镀	du6		dou6
鍔	锷	ngok6		ngok6
鍘	铡	(訓)zaap6「訓讀爲閘」		zaap6
鍛	锻	dyun6		dyun3；(又)dyun6
鍟	鍟	(白)sleng3「鐵鏽，又作鉎字」	(文)sling3	seng3
鍤	锸	caap3		caap3
鍥	锲	kit3		kit3
鍩	锘	nok6		nok6
鍪	鍪	mau4		mau4
鍬	锹	ciu1		ciu1
鍰	锾	waan4		waan4
鍵	键	gin6		gin6
鍶	锶	si1	(老派)sy1	si1
鍺	锗	ze2		ze2
鍼	针	zam1		zam1
鍾	钟	zung1		zung1
鎂	镁	mi5	(又)mai5	mei5
鎄	锿	oi1		oi1
鎅	鎅	gaai3「鋸，割」		gaai3
鎇	镅	mi4		mei4
鎊	镑	bong6		bong6
鎌	镰	lim4		lim4
鎏	鎏	lau4		lau4
鎔	镕	jung4		jung4
鎖	锁	slo2		so2
鎘	镉	gaak3		gaak3
鎚	锤	cui4		ceoi4
鎛	镈	bok3		bok3
鎞	𫔇	bai1「釵」,pi1「箭鏃形之刀」	(又)bi6「髮具，同篦字」	bai1,bei6,pei1
鎡	镃	zi1	(老派)zy1	zi1
鎢	钨	wu1		wu1
鎦	镏	lau4		lau4
鎧	铠	hoi2	(又)koi2	hoi2
鎩	铩	saat3		saat3
鎬	镐	gu2「鎬頭」,hu6「鎬京」		hou6,gou2
鎮	镇	zan3		zan3
鎯	𨱍	long4		long4
鎰	镒	jat6		jat6
鎲	镋	tong2		tong2
鎳	镍	nip6		nip1；(又)nip6
鎵	镓	gaa1		gaa1
鎶	鎶	go1		go1
鎿	镎	naa4		naa4
鏃	镞	zuk6		zuk6
鏇	镟	slyun4	(又)syun4	syun4,syun6
鏈	链	(白)lin2	(文)lin6	lin6；(語)lin2
鏊	鏊	ngu6		ngou6
鏌	镆	mok6		mok6
鏐	镠	lau4		lau4
鏑	镝	dik1	(又)dik6	dik1
鏖	鏖	u1	(又)ngu4	ngou4；(又)ou1
鏗	铿	hang1	(又)kang1	hang1
鏘	锵	coeng1		coeng1
鏚	戚	cik1		cik1
鏜	镗	tong1「象聲詞」,tong4「加工機械零件的一種方法」		tong1；同搪tong4
鏞	镛	jung4		jung4
鏟	铲	(白)cen2	(文)caan2	caan2
鏡	镜	geng3		geng3
鏢	镖	biu1		biu1
鏤	镂	lau6		lau6
鏦	𫓩	cung1		cung1
鏨	錾	zaam6	(又)zaam2	zaam6
鏵	铧	waa4		waa4
鏷	镤	buk6		buk6
鏹	镪	koeng5		koeng5
鏽	锈	slau3		sau3
鐃	铙	naau4		naau4
鐐	镣	liu4		liu4
鐒	铹	lu4		lou4
鐔	镡	taam4「古兵器，似劍而小；姓」,cam4「姓」		taam4,cam4
鐘	钟	zung1		zung1
鐙	镫	dang3「鞍鐙」,dang1「同燈字」		dang1,dang3
鐠	镨	pu2		pou2
鐦	锎	hoi1		hoi1
鐧	锏	gaan2「殺手鐧」,gaan3「車鐧」	(白)gen2「殺手鐧」	gaan2,gaan3
鐨	镄	fai3		fai3
鐫	镌	zyun1		zyun1,zeon3
鐮	镰	lim4		lim4
鐲	镯	zuk6	(白)zuk1	zuk1
鐳	镭	lui4		leoi4
鐵	铁	tit3		tit3
鐶	镮	waan4		waan4
鐸	铎	dok6		dok6
鐺	铛	caang1「平底煎鍋，又作罉字」,dong1「鋃鐺」		1)dong1:象聲詞 2)caang1:平底淺鍋
鐽	𫟼	daat6		daat6
鐾	鐾	bai6		bai3
鐿	镱	ji3		ji3
鑄	铸	zyu3		zyu3
鑊	镬	wok6		wok6
鑌	镔	ban1		ban1
鑑	鉴	gaam3		gaam3
鑒	鉴	gaam3		gaam3
鑔	镲	caa2	(語)cem2「鈸」	caa2
鑕	锧	zat1		zat1
鑞	镴	laap6		laap6
鑠	铄	soek3		soek3
鑣	镳	biu1		biu1
鑥	镥	lu5		lou5
鑪	𬬻	lu4		lou4
鑫	鑫	ham1	(又)jam1	jam1
鑭	镧	laan4		laan4
鑰	钥	joek6		joek6
鑱	镵	(白)cem4「刺入，又作攙/劖字」	(文)caam4	caam4
鑲	镶	sloeng1		soeng1
鑵	鑵	gun3		gun3
鑷	镊	(白)nep3「鑷子；夾」	(文)nip6	nip6
鑼	锣	lo4		lo4
鑽	钻	(名)zyun3「鑽子」,(動)zyun1「鑽研」		zyun3
鑾	銮	lyun4		lyun4
鑿	凿	zok6		zok6
钁	镢	kyut3	(語)kwak1「鐝頭」,(又)kok3	fok3,kyut3
钂	镋	tong2		tong2
長	长	zoeng2「生長」,coeng4「長短」		1)coeng4:長短＜長物又讀zoeng6＞ 2)zoeng2:長幼
镽	镽	liu5「長貌」,liu4「細長」	(語)neu4「細長柔軟，又作𩯊/裊/嫋字」	liu5,liu4
門	门	mun4		mun4
閂	闩	saan1		saan1
閃	闪	sim2		sim2
閆	闫	jim4		jim4
閉	闭	bai3		bai3
開	开	hoi1		hoi1
閌	闶	kong3		kong3
閎	闳	hung4	(又)wang4	wang4
閏	闰	jan6	(老派)jyun6	jeon6
閑	闲	(白)hen4	(文)haan4	haan4
閒	闲	(白)hen4	(文)haan4	haan4；(古)通間
間	间	gaan1「中間」,gaan3「間隔」	(白)gen1「中間」,(白)gen3「間隔」	1)gaan1:中間 2)gaan3:間隙，時間
閔	闵	man5		man5
閘	闸	zaap6		zaap6
閡	阂	hat6「隔閡」,ngoi6「從門外關門；以木攔門」,goi「同垓字」		hat6
閣	阁	gok3		gok3
閤	合	hap6「同闔字」,gok3「同閣字」,gap3「大門旁的小門；姓」		hap6；通閣
閥	阀	faat6		fat6
閨	闺	gwai1		gwai1
閩	闽	man5		man5；(又)man4
閪	閪	hai1「女陰，本字㞓」		hai1
閫	阃	kwan2		kwan2
閬	阆	long5		long5
閭	闾	lyu4		leoi4
閱	阅	jyut6		jyut6
閲	阅	jyut6		jyut6
閶	阊	coeng1		coeng1
閹	阉	jim1		jim1
閻	阎	jim4		jim4
閽	阍	(白)wan1	(文)fan1	fan1
閾	阈	wik6		wik6
閿	阌	man4		man4
闃	阒	(書)gwik1	(習)gik1	gwik1
闆	板	baan2		baan2
闇	暗	am3		am3
闈	闱	wai4		wai4
闉	闉	jan1		jan1
闊	阔	fut3		fut3
闋	阕	kyut3		kyut3
闌	阑	laan4		laan4
闐	阗	tin4		tin4
闑	𫔶	nit6		jit6
闒	阘	taap3「闒茸」,daap6「樓上戶」		taap3,daap6
闔	阖	hap6		hap6
闕	阙	kyut3		kyut3
闖	闯	cong2		cong2；闖蕩江湖又讀cong3
闚	闚	kwai1「同窺字」		kwai1
關	关	(白)gwen1「關門」	(文)gwaan1「關公」	gwaan1
闞	阚	ham3「姓」,haam2「虎聲」		ham3,haam2
闡	阐	cin2	(又)zin2,(又)sim4	zin2；(又)sin6,cin2
闢	辟	pik1		pik1
闤	阛	waan4		waan4
闥	闼	taat3		taat3
阜	阜	fau6		fau6
阡	阡	cin1		cin1
阢	阢	ngat6		ngat6
阤	阤	zi6「山坡」,to4「陂阤」		zi6,to4
阨	阨	ak1	(又)ngak1	ak1
阪	阪	baan2		baan2
阬	阬	haang1		haang1
阮	阮	jyun5		jyun2；(又)jyun5
阯	阯	zi2		zi2
阱	阱	(白)zeng2	(文)zing6	zing6；(又)zeng2
防	防	fong4		fong4
阺	阺	dai2		dai2
阻	阻	zo2		zo2
阼	阼	zu6		zou6
阿	阿	aa3「阿哥」,o1「阿膠，阿彌陀佛」		1)aa3:阿姨 2)o1:阿諛奉承
陀	陀	to4		to4
陂	陂	bi1「山坡」,pi4「黃陂」,po1「陂陀」		bei1,pei4,bo1
附	附	fu6		fu6
陊	陊	do6		do6
陋	陋	lau6		lau6
陌	陌	mak6		mak6
降	降	hong4「投降」,gong3「下降」		1)gong3:降雨 2)hong4:投降
陎	陎	syu4		syu4
限	限	haan6		haan6
陑	陑	ji4		ji4
陔	陔	goi1		goi1
陘	陉	jing4		jing4
陛	陛	bai6	(又)bi6	bai6
陜	陜	haap6		haap6
陝	陕	sim2		sim2
陞	升	sing1		sing1
陟	陟	zik1		zik1
陡	陡	dau2		dau2
院	院	jyun2		jyun2；(又)jyun6
陣	阵	zan6		zan6
除	除	cyu4		ceoi4
陪	陪	pui4		pui4
陬	陬	zau1		zau1
陰	阴	jam1		jam1
陲	陲	sui4	(又)cui4	seoi4
陳	陈	can4		can4；(古)同陣
陴	陴	pi4		pei4
陵	陵	ling4		ling4
陶	陶	tu4		tou4；(古人名)jiu4皋陶
陷	陷	haam6		haam6
陸	陆	luk6		luk6
陽	阳	joeng4		joeng4
隃	隃	jyu4		jyu4
隄	隄	tai4		tai4
隅	隅	jyu4		jyu4
隆	隆	lung4		lung4
隈	隈	wui1		wui1
隉	陧	nip6		nip6
隊	队	dui6		deoi6
隋	隋	cui4	(又)sui4	ceoi4
隍	隍	wong4		wong4
階	阶	gaai1		gaai1
隔	隔	gaak3		gaak3
隕	陨	wan5		wan5
隘	隘	aai3	(又)oi3	aai3
隙	隙	(書)kwik1	(習)kik1	gwik1
際	际	zai3		zai3
障	障	zoeng3		zoeng3
隤	隤	tui4		teoi4
隧	隧	sui6		seoi6
隨	随	cui4		ceoi4
險	险	him2		him2
隰	隰	zap6		zaap6
隱	隐	jan2		jan2
隳	隳	fai1	(白)wai1	fai1
隴	陇	lung5		lung5
隷	隷	dai6		dai6
隸	隶	dai6		dai6；隸書又音lai6
隹	隹	zui1		zeoi1
隻	只	zek3	(又)zik3	zek3
隼	隼	zan2	(老派)zyun2,(又)slyun2,(又)slan2	zeon2
雀	雀	coek3		zoek3
雁	雁	ngaan6		ngaan6
雄	雄	hung4		hung4
雅	雅	ngaa5		ngaa5
集	集	zap6		zaap6
雇	雇	gu3		gu3
雈	雈	wun4		wun4
雉	雉	zi6		zi6
雊	雊	gau3		gau3
雋	隽	zan3「同俊字」,syun5「雋永」		zeon3；雋永又讀syun5
雌	雌	ci1	(老派)cy1	ci1
雍	雍	jung1		jung1
雎	雎	zyu1		zeoi1
雕	雕	diu1	(又)tiu1「雕刻」	diu1；雕刻又讀tiu1
雖	虽	slui1		seoi1
雘	雘	wok3		wok3
雙	双	soeng1		soeng1
雛	雏	cyu4	(又)cyu1	co1；(又)co4
雜	杂	zaap6		zaap6
雝	雝	jung1		jung1
雞	鸡	gai1		gai1
離	离	li4「離開」	(語)le4「離氣he3，不修邊幅」	lei4；(古)lei6不可須臾離也
難	难	naan4「難易」,naan6「患難」		1)naan4:難事 2)naan6:難民；(古)同儺no4
雨	雨	jyu5		jyu5；(古)jyu6夏雨雪
雩	雩	jyu4		jyu4
雪	雪	slyut3		syut3
雫	雫	haa6		haa6
雯	雯	man4		man4
雰	雰	fan1		fan1
雲	云	wan4		wan4
零	零	ling4	(語)leng4「千零文，一千多元」	ling4
雷	雷	lui4		leoi4
雹	雹	bok6	(又)paau1	bok6
電	电	din6		din6
需	需	slyu1		seoi1
霄	霄	sliu1		siu1
霅	霅	slaap3「雨雹下貌」,zip3「霅溪」	(語)slap6「詞綴，落雨～～」,(語)slep6	saap3,zip3
霆	霆	ting4		ting4
震	震	zan3		zan3
霈	霈	pui3		pui3
霉	霉	mui4	(又)mi4,(語)mat1	mui4
霍	霍	kok3		fok3
霎	霎	saap3		saap3
霏	霏	fi1		fei1
霑	霑	zim1		zim1
霓	霓	ngai4	(又)ni4	ngai4
霖	霖	lam4		lam4
霜	霜	sloeng1	(又)soeng1	soeng1
霞	霞	haa4		haa4
霧	雾	mu6		mou6
霨	霨	wai3		wai3
霪	霪	jam4		jam4
霰	霰	slin3		sin3
露	露	lu6		lou6
霸	霸	baa3		baa3
霹	霹	pik1		pik1
霽	霁	zai3		zai3
霾	霾	maai4		mai4；(又)maai4
靁	靁	lui4		leoi4
靂	雳	lik1	(又)lik6	lik1；(又)lik6
靄	霭	oi2		oi2
靆	叇	doi6		doi6
靈	灵	ling4	(白)leng4「靈驗」,(白)ling1「精靈，聰明」	ling4
青	青	cing1「青年」	(白)ceng1「青色，面青青」	cing1
靖	靖	zing6		zing6
靚	靓	(訓)leng3「訓讀爲姈，漂亮」,zing6「妝飾，打扮」		leng3,zing6
靛	靛	din6		din6
靜	静	zing6		zing6
非	非	fi1		fei1
靠	靠	kaau3		kaau3
靡	靡	mi5「靡靡之音」,mi4「奢靡」		mei5
面	面	min6	(白)min2「畀面，給面子」,(白)min1「薯類很粉，形容詞」	min6
靦	腼	tin2「靦顏」,min5「靦腆」		1)tin2:靦顏 2)min5:靦腆
靨	靥	jip3		jip3
革	革	gaak3		gaak3；(古)gik1病革
靪	靪	ding1		ding1
靬	靬	gin1		gin1
靰	靰	wu1		wu1
靳	靳	gan3		gan3
靴	靴	hoe1		hoe1
靶	靶	baa2		baa2
